Service,Category,Region,Base,Location,Month,Year,Amount,Base_clean,Base_core,Base_core_matched,Base_lat,Base_lon
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,October,2020,0,camp hansen,hansen,,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,November,2020,85,camp hansen,hansen,,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,December,2020,82,camp hansen,hansen,,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,January,2021,0,camp hansen,hansen,,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,February,2021,1123,camp hansen,hansen,,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,March,2021,824,camp hansen,hansen,,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,April,2021,0,camp hansen,hansen,,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,May,2021,0,camp hansen,hansen,,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,June,2021,1198,camp hansen,hansen,,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,July,2021,2069,camp hansen,hansen,,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,August,2021,0,camp hansen,hansen,,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,September,2021,2736,camp hansen,hansen,,26.454895,127.916902
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,October,2020,46237,camp kinser,kinser,,26.246332,127.695861
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,November,2020,48738,camp kinser,kinser,,26.246332,127.695861
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,December,2020,24521,camp kinser,kinser,,26.246332,127.695861
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,January,2021,9678,camp kinser,kinser,,26.246332,127.695861
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,February,2021,31764,camp kinser,kinser,,26.246332,127.695861
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,March,2021,40010,camp kinser,kinser,,26.246332,127.695861
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,April,2021,34830,camp kinser,kinser,,26.246332,127.695861
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,May,2021,35942,camp kinser,kinser,,26.246332,127.695861
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,June,2021,35775,camp kinser,kinser,,26.246332,127.695861
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,July,2021,32220,camp kinser,kinser,,26.246332,127.695861
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,August,2021,49402,camp kinser,kinser,,26.246332,127.695861
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,September,2021,26683,camp kinser,kinser,,26.246332,127.695861
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,October,2020,6527,camp schwab,schwab,,26.608174,128.149338
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,November,2020,4074,camp schwab,schwab,,26.608174,128.149338
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,December,2020,9907,camp schwab,schwab,,26.608174,128.149338
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,January,2021,14616,camp schwab,schwab,,26.608174,128.149338
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,February,2021,1440,camp schwab,schwab,,26.608174,128.149338
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,March,2021,4318,camp schwab,schwab,,26.608174,128.149338
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,April,2021,5672,camp schwab,schwab,,26.608174,128.149338
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,May,2021,6060,camp schwab,schwab,,26.608174,128.149338
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,June,2021,8714,camp schwab,schwab,,26.608174,128.149338
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,July,2021,13224,camp schwab,schwab,,26.608174,128.149338
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,August,2021,10844,camp schwab,schwab,,26.608174,128.149338
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,September,2021,3261,camp schwab,schwab,,26.608174,128.149338
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,October,2020,36636,okinawa,okinawa,okinawa,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,November,2020,24893,okinawa,okinawa,okinawa,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,December,2020,21209,okinawa,okinawa,okinawa,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,January,2021,34886,okinawa,okinawa,okinawa,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,February,2021,7100,okinawa,okinawa,okinawa,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,March,2021,16776,okinawa,okinawa,okinawa,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,April,2021,12911,okinawa,okinawa,okinawa,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,May,2021,34416,okinawa,okinawa,okinawa,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,June,2021,12536,okinawa,okinawa,okinawa,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,July,2021,31061,okinawa,okinawa,okinawa,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,August,2021,20068,okinawa,okinawa,okinawa,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,September,2021,34074,okinawa,okinawa,okinawa,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,October,2020,0,okinawa,okinawa,okinawa,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,November,2020,1496,okinawa,okinawa,okinawa,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,December,2020,634,okinawa,okinawa,okinawa,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,January,2021,1835,okinawa,okinawa,okinawa,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,February,2021,422,okinawa,okinawa,okinawa,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,March,2021,35,okinawa,okinawa,okinawa,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,April,2021,2002,okinawa,okinawa,okinawa,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,May,2021,0,okinawa,okinawa,okinawa,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,June,2021,0,okinawa,okinawa,okinawa,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,July,2021,2466,okinawa,okinawa,okinawa,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,August,2021,6250,okinawa,okinawa,okinawa,26.212401,127.68093
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,September,2021,12805,okinawa,okinawa,okinawa,26.212401,127.68093
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,October,2020,44154,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,November,2020,53243,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,December,2020,58254,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,January,2021,65061,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,February,2021,49532,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,March,2021,69514,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,April,2021,71700,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,May,2021,80231,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,June,2021,107665,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,July,2021,54492,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,August,2021,59521,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,September,2021,74748,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,October,2020,16335,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,November,2020,31520,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,December,2020,27568,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,January,2021,20877,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,February,2021,21414,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,March,2021,20451,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,April,2021,31020,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,May,2021,19993,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,June,2021,22984,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,July,2021,21214,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,August,2021,14336,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,September,2021,32987,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,October,2020,41427,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,November,2020,91423,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,December,2020,112550,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,January,2021,54140,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,February,2021,46932,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,March,2021,124888,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,April,2021,97814,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,May,2021,85483,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,June,2021,91969,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,July,2021,46719,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,August,2021,48154,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,September,2021,91311,sasebo,sasebo,sasebo,33.179915,129.71511
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,October,2020,0,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,November,2020,0,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,December,2020,1744,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,January,2021,0,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,February,2021,4824,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,March,2021,5523,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,April,2021,3355,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,May,2021,5512,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,June,2021,38211,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,July,2021,41742,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,August,2021,7282,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,September,2021,74834,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,October,2020,7959,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,November,2020,54394,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,December,2020,86431,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,January,2021,7657,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,February,2021,40159,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,March,2021,65727,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,April,2021,174230,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,May,2021,70402,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,June,2021,370,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,July,2021,49128,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,August,2021,107651,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,September,2021,131847,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,October,2020,29707,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,November,2020,21830,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,December,2020,22352,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,January,2021,8322,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,February,2021,24547,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,March,2021,28929,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,April,2021,24296,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,May,2021,13098,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,June,2021,20768,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,July,2021,13742,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,August,2021,27874,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,September,2021,36708,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Takemiya Club NAFI,October,2020,1783,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Takemiya Club NAFI,November,2020,2607,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Takemiya Club NAFI,December,2020,13606,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Takemiya Club NAFI,January,2021,4725,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Takemiya Club NAFI,February,2021,2646,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Takemiya Club NAFI,March,2021,1417,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Takemiya Club NAFI,April,2021,12288,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Takemiya Club NAFI,May,2021,10369,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Takemiya Club NAFI,June,2021,7328,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Takemiya Club NAFI,July,2021,4552,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Takemiya Club NAFI,August,2021,13729,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Takemiya Club NAFI,September,2021,7435,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Officers Club NAFI,October,2020,0,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Officers Club NAFI,November,2020,0,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Officers Club NAFI,December,2020,6256,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Officers Club NAFI,January,2021,0,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Officers Club NAFI,February,2021,18220,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Officers Club NAFI,March,2021,7823,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Officers Club NAFI,April,2021,25516,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Officers Club NAFI,May,2021,28088,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Officers Club NAFI,June,2021,32222,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Officers Club NAFI,July,2021,34330,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Officers Club NAFI,August,2021,16364,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Officers Club NAFI,September,2021,12554,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Seaside Club NAFI,October,2020,207279,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Seaside Club NAFI,November,2020,178797,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Seaside Club NAFI,December,2020,197593,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Seaside Club NAFI,January,2021,66036,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Seaside Club NAFI,February,2021,119910,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Seaside Club NAFI,March,2021,276760,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Seaside Club NAFI,April,2021,178736,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Seaside Club NAFI,May,2021,170591,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Seaside Club NAFI,June,2021,170527,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Seaside Club NAFI,July,2021,143463,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Seaside Club NAFI,August,2021,141153,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Yokosuka Navy,Seaside Club NAFI,September,2021,104206,yokosuka,yokosuka,yokosuka,35.281341,139.6722
Navy,Reimbursement,Japan,Sanno Hotel Navy,Sanno Hotel NAFI,October,2020,0,sanno hotel,sanno,,35.64719,139.72482
Navy,Reimbursement,Japan,Sanno Hotel Navy,Sanno Hotel NAFI,November,2020,0,sanno hotel,sanno,,35.64719,139.72482
Navy,Reimbursement,Japan,Sanno Hotel Navy,Sanno Hotel NAFI,December,2020,0,sanno hotel,sanno,,35.64719,139.72482
Navy,Reimbursement,Japan,Sanno Hotel Navy,Sanno Hotel NAFI,January,2021,0,sanno hotel,sanno,,35.64719,139.72482
Navy,Reimbursement,Japan,Sanno Hotel Navy,Sanno Hotel NAFI,February,2021,0,sanno hotel,sanno,,35.64719,139.72482
Navy,Reimbursement,Japan,Sanno Hotel Navy,Sanno Hotel NAFI,March,2021,9131,sanno hotel,sanno,,35.64719,139.72482
Navy,Reimbursement,Japan,Sanno Hotel Navy,Sanno Hotel NAFI,April,2021,16492,sanno hotel,sanno,,35.64719,139.72482
Navy,Reimbursement,Japan,Sanno Hotel Navy,Sanno Hotel NAFI,May,2021,46913,sanno hotel,sanno,,35.64719,139.72482
Navy,Reimbursement,Japan,Sanno Hotel Navy,Sanno Hotel NAFI,June,2021,70892,sanno hotel,sanno,,35.64719,139.72482
Navy,Reimbursement,Japan,Sanno Hotel Navy,Sanno Hotel NAFI,July,2021,63107,sanno hotel,sanno,,35.64719,139.72482
Navy,Reimbursement,Japan,Sanno Hotel Navy,Sanno Hotel NAFI,August,2021,40184,sanno hotel,sanno,,35.64719,139.72482
Navy,Reimbursement,Japan,Sanno Hotel Navy,Sanno Hotel NAFI,September,2021,47162,sanno hotel,sanno,,35.64719,139.72482
Navy,Reimbursement,Japan,Atsugi Navy,Corner Pocket NAFI,October,2020,19625,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Corner Pocket NAFI,November,2020,11852,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Corner Pocket NAFI,December,2020,0,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Corner Pocket NAFI,January,2021,3669,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Corner Pocket NAFI,February,2021,14056,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Corner Pocket NAFI,March,2021,20509,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Corner Pocket NAFI,April,2021,24324,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Corner Pocket NAFI,May,2021,22815,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Corner Pocket NAFI,June,2021,22306,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Corner Pocket NAFI,July,2021,10287,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Corner Pocket NAFI,August,2021,11131,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Corner Pocket NAFI,September,2021,25438,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Club Trilogy NAFI,October,2020,116424,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Club Trilogy NAFI,November,2020,101378,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Club Trilogy NAFI,December,2020,113034,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Club Trilogy NAFI,January,2021,76136,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Club Trilogy NAFI,February,2021,73387,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Club Trilogy NAFI,March,2021,108053,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Club Trilogy NAFI,April,2021,120867,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Club Trilogy NAFI,May,2021,50673,atsugi,atsugi,atsugi,35.443082,139.36249
Navy,Reimbursement,Japan,Atsugi Navy,Club Trilogy NAFI,June,2021,58372,atsugi,atsugi,atsugi,35.443082,139.36249
